url,page_type,indexability,click_depth,inbound_internal_links,outbound_internal_links,in_main_links,top_inbound_anchor,orphan
"https://anotherseoguru.com/el/services/logo-design/chalkida-gr","service-x-location","index",4,34,110,52,"Χαλκίδα (x32)",no
"https://anotherseoguru.com/el/services/logo-design/komotini-gr","service-x-location","index",4,34,110,52,"Κομοτηνή (x32)",no
"https://anotherseoguru.com/el/services/logo-design/tripoli-gr","service-x-location","index",4,36,110,52,"Τρίπολη (x34)",no
"https://anotherseoguru.com/el/services/logo-design/nafplio-gr","service-x-location","index",4,36,113,55,"Ναύπλιο (x34)",no
"https://anotherseoguru.com/el/services/content-creation/athens-gr","service-x-location","index",3,93,111,53,"Αθήνα (x91)",no
"https://anotherseoguru.com/el/services/logo-design/pyrgos-gr","service-x-location","index",4,35,110,52,"Πύργος (x33)",no
"https://anotherseoguru.com/el/services/content-creation/patras-gr","service-x-location","index",3,80,111,53,"Πάτρα (x78)",no
"https://anotherseoguru.com/el/services/content-creation/thessaloniki-gr","service-x-location","index",3,87,111,53,"Θεσσαλονίκη (x85)",no
"https://anotherseoguru.com/el/services/content-creation/heraklion-gr","service-x-location","index",3,81,114,56,"Ηράκλειο (x79)",no
"https://anotherseoguru.com/el/services/content-creation/santorini-gr","service-x-location","index",3,46,114,56,"Σαντορίνη (x44)",no
"https://anotherseoguru.com/el/services/content-creation/larissa-gr","service-x-location","index",3,81,111,53,"Λάρισα (x79)",no
"https://anotherseoguru.com/el/services/content-creation/mykonos-gr","service-x-location","index",3,42,114,56,"Μύκονος (x40)",no
"https://anotherseoguru.com/el/services/content-creation/volos-gr","service-x-location","index",3,83,111,53,"Βόλος (x81)",no
"https://anotherseoguru.com/el/services/content-creation/paros-gr","service-x-location","index",3,39,114,56,"Πάρος (x37)",no
"https://anotherseoguru.com/el/services/content-creation/crete-gr","service-x-location","index",3,38,114,56,"Κρήτη (x36)",no
"https://anotherseoguru.com/el/services/content-creation/naxos-gr","service-x-location","index",3,37,114,56,"Νάξος (x35)",no
"https://anotherseoguru.com/el/services/content-creation/rethymno-gr","service-x-location","index",3,37,114,56,"Ρέθυμνο (x35)",no
"https://anotherseoguru.com/el/services/content-creation/kos-gr","service-x-location","index",3,36,114,56,"Κως (x34)",no
"https://anotherseoguru.com/el/services/content-creation/chania-gr","service-x-location","index",3,37,114,56,"Χανιά (x35)",no
"https://anotherseoguru.com/el/services/content-creation/corinth-gr","service-x-location","index",3,37,111,53,"Κόρινθος (x35)",no
"https://anotherseoguru.com/el/services/content-creation/serres-gr","service-x-location","index",3,36,111,53,"Σέρρες (x34)",no
"https://anotherseoguru.com/el/services/content-creation/lamia-gr","service-x-location","index",3,37,111,53,"Λαμία (x35)",no
"https://anotherseoguru.com/el/services/content-creation/kavala-gr","service-x-location","index",3,39,111,53,"Καβάλα (x37)",no
"https://anotherseoguru.com/el/services/content-creation/rhodes-gr","service-x-location","index",3,36,114,56,"Ρόδος (x34)",no
"https://anotherseoguru.com/el/services/content-creation/corfu-gr","service-x-location","index",3,37,114,56,"Κέρκυρα (x35)",no
"https://anotherseoguru.com/el/services/content-creation/zakynthos-gr","service-x-location","index",3,37,114,56,"Ζάκυνθος (x35)",no
"https://anotherseoguru.com/el/services/content-creation/lefkada-gr","service-x-location","index",3,37,114,56,"Λευκάδα (x35)",no
"https://anotherseoguru.com/el/services/content-creation/skiathos-gr","service-x-location","index",3,35,114,56,"Σκιάθος (x33)",no
"https://anotherseoguru.com/el/services/content-creation/ios-gr","service-x-location","index",3,34,114,56,"Ίος (x32)",no
"https://anotherseoguru.com/el/services/content-creation/milos-gr","service-x-location","index",3,34,114,56,"Μήλος (x32)",no
"https://anotherseoguru.com/el/services/content-creation/andros-gr","service-x-location","index",3,36,114,56,"Άνδρος (x34)",no
"https://anotherseoguru.com/el/services/content-creation/tinos-gr","service-x-location","index",3,37,114,56,"Τήνος (x35)",no
"https://anotherseoguru.com/el/services/content-creation/syros-gr","service-x-location","index",3,36,114,56,"Σύρος (x34)",no
"https://anotherseoguru.com/el/services/content-creation/karpathos-gr","service-x-location","index",3,35,114,56,"Κάρπαθος (x33)",no
"https://anotherseoguru.com/el/services/content-creation/samos-gr","service-x-location","index",3,36,114,56,"Σάμος (x34)",no
"https://anotherseoguru.com/el/services/content-creation/chios-gr","service-x-location","index",3,36,114,56,"Χίος (x34)",no
"https://anotherseoguru.com/el/services/content-creation/lemnos-gr","service-x-location","index",3,35,114,56,"Λήμνος (x33)",no
"https://anotherseoguru.com/el/services/content-creation/ikaria-gr","service-x-location","index",3,35,114,56,"Ικαρία (x33)",no
"https://anotherseoguru.com/el/services/content-creation/mytilene-gr","service-x-location","index",3,37,114,56,"Μυτιλήνη (x35)",no
"https://anotherseoguru.com/el/services/content-creation/ioannina-gr","service-x-location","index",3,37,111,53,"Ιωάννινα (x35)",no
"https://anotherseoguru.com/el/services/content-creation/trikala-gr","service-x-location","index",3,36,111,53,"Τρίκαλα (x34)",no
"https://anotherseoguru.com/el/services/content-creation/agrinio-gr","service-x-location","index",3,36,111,53,"Αγρίνιο (x34)",no
"https://anotherseoguru.com/el/services/content-creation/kalamata-gr","service-x-location","index",3,37,111,53,"Καλαμάτα (x35)",no
"https://anotherseoguru.com/el/services/content-creation/alexandroupoli-gr","service-x-location","index",3,36,111,53,"Αλεξανδρούπολη (x34)",no
"https://anotherseoguru.com/el/services/content-creation/drama-gr","service-x-location","index",3,36,111,53,"Δράμα (x34)",no
"https://anotherseoguru.com/el/services/content-creation/tripoli-gr","service-x-location","index",3,37,111,53,"Τρίπολη (x35)",no
"https://anotherseoguru.com/el/services/content-creation/chalkida-gr","service-x-location","index",3,35,111,53,"Χαλκίδα (x33)",no
"https://anotherseoguru.com/el/services/content-creation/komotini-gr","service-x-location","index",3,35,111,53,"Κομοτηνή (x33)",no
"https://anotherseoguru.com/el/services/local-seo/athens-gr","service-x-location","index",2,1682,113,55,"SEO Αθήνα (x1589)",no
"https://anotherseoguru.com/el/services/content-creation/nafplio-gr","service-x-location","index",3,37,114,56,"Ναύπλιο (x35)",no
"https://anotherseoguru.com/el/services/local-seo/thessaloniki-gr","service-x-location","index",2,1676,113,55,"SEO Θεσσαλονίκη (x1588)",no
"https://anotherseoguru.com/el/services/content-creation/pyrgos-gr","service-x-location","index",3,36,111,53,"Πύργος (x34)",no
"https://anotherseoguru.com/el/services/local-seo/heraklion-gr","service-x-location","index",3,81,116,58,"Ηράκλειο (x79)",no
"https://anotherseoguru.com/el/services/local-seo/patras-gr","service-x-location","index",3,80,111,53,"Πάτρα (x78)",no
"https://anotherseoguru.com/el/services/local-seo/santorini-gr","service-x-location","index",2,1632,116,58,"SEO Σαντορίνη (x1586)",no
"https://anotherseoguru.com/el/services/local-seo/volos-gr","service-x-location","index",3,83,111,53,"Βόλος (x81)",no
"https://anotherseoguru.com/el/services/local-seo/larissa-gr","service-x-location","index",3,81,111,53,"Λάρισα (x79)",no
"https://anotherseoguru.com/el/services/local-seo/mykonos-gr","service-x-location","index",2,1628,116,58,"SEO Μύκονος (x1586)",no
"https://anotherseoguru.com/el/services/local-seo/paros-gr","service-x-location","index",3,39,116,58,"Πάρος (x37)",no
"https://anotherseoguru.com/el/services/local-seo/crete-gr","service-x-location","index",3,38,116,58,"Κρήτη (x36)",no
"https://anotherseoguru.com/el/services/local-seo/naxos-gr","service-x-location","index",3,37,116,58,"Νάξος (x35)",no
"https://anotherseoguru.com/el/services/local-seo/rethymno-gr","service-x-location","index",3,37,116,58,"Ρέθυμνο (x35)",no
"https://anotherseoguru.com/el/services/local-seo/chania-gr","service-x-location","index",2,1623,116,58,"SEO Χανιά (x1586)",no
"https://anotherseoguru.com/el/services/local-seo/kos-gr","service-x-location","index",2,1622,116,58,"SEO Κως (x1586)",no
"https://anotherseoguru.com/el/services/local-seo/corinth-gr","service-x-location","index",3,38,111,53,"Κόρινθος (x35)",no
"https://anotherseoguru.com/el/services/local-seo/serres-gr","service-x-location","index",3,36,111,53,"Σέρρες (x34)",no
"https://anotherseoguru.com/el/services/local-seo/lamia-gr","service-x-location","index",3,37,111,53,"Λαμία (x35)",no
"https://anotherseoguru.com/el/services/local-seo/rhodes-gr","service-x-location","index",3,35,116,58,"Ρόδος (x33)",no
"https://anotherseoguru.com/el/services/local-seo/kavala-gr","service-x-location","index",3,39,111,53,"Καβάλα (x37)",no
"https://anotherseoguru.com/el/services/local-seo/corfu-gr","service-x-location","index",4,36,116,58,"Κέρκυρα (x34)",no
"https://anotherseoguru.com/el/services/local-seo/zakynthos-gr","service-x-location","index",4,36,116,58,"Ζάκυνθος (x34)",no
"https://anotherseoguru.com/el/services/local-seo/lefkada-gr","service-x-location","index",4,36,114,56,"Λευκάδα (x34)",no
"https://anotherseoguru.com/el/services/local-seo/ios-gr","service-x-location","index",4,33,114,56,"Ίος (x31)",no
"https://anotherseoguru.com/el/services/local-seo/skiathos-gr","service-x-location","index",4,34,114,56,"Σκιάθος (x32)",no
"https://anotherseoguru.com/el/services/local-seo/milos-gr","service-x-location","index",4,33,114,56,"Μήλος (x31)",no
"https://anotherseoguru.com/el/services/local-seo/syros-gr","service-x-location","index",4,35,114,56,"Σύρος (x33)",no
"https://anotherseoguru.com/el/services/local-seo/andros-gr","service-x-location","index",4,35,114,56,"Άνδρος (x33)",no
"https://anotherseoguru.com/el/services/local-seo/tinos-gr","service-x-location","index",3,36,114,56,"Τήνος (x34)",no
"https://anotherseoguru.com/el/services/local-seo/karpathos-gr","service-x-location","index",4,34,114,56,"Κάρπαθος (x32)",no
"https://anotherseoguru.com/el/services/local-seo/chios-gr","service-x-location","index",4,35,114,56,"Χίος (x33)",no
"https://anotherseoguru.com/el/services/local-seo/lemnos-gr","service-x-location","index",4,34,114,56,"Λήμνος (x32)",no
"https://anotherseoguru.com/el/services/local-seo/samos-gr","service-x-location","index",4,35,114,56,"Σάμος (x33)",no
"https://anotherseoguru.com/el/services/local-seo/ikaria-gr","service-x-location","index",4,34,114,56,"Ικαρία (x32)",no
"https://anotherseoguru.com/el/services/local-seo/ioannina-gr","service-x-location","index",4,36,111,53,"Ιωάννινα (x34)",no
"https://anotherseoguru.com/el/services/local-seo/mytilene-gr","service-x-location","index",4,36,114,56,"Μυτιλήνη (x34)",no
"https://anotherseoguru.com/el/services/local-seo/trikala-gr","service-x-location","index",4,35,111,53,"Τρίκαλα (x33)",no
"https://anotherseoguru.com/el/services/local-seo/kalamata-gr","service-x-location","index",4,36,111,53,"Καλαμάτα (x34)",no
"https://anotherseoguru.com/el/services/local-seo/drama-gr","service-x-location","index",4,35,111,53,"Δράμα (x33)",no
"https://anotherseoguru.com/el/services/local-seo/agrinio-gr","service-x-location","index",4,35,111,53,"Αγρίνιο (x33)",no
"https://anotherseoguru.com/el/services/local-seo/alexandroupoli-gr","service-x-location","index",4,35,111,53,"Αλεξανδρούπολη (x33)",no
"https://anotherseoguru.com/el/services/local-seo/tripoli-gr","service-x-location","index",4,36,111,53,"Τρίπολη (x34)",no
"https://anotherseoguru.com/el/services/local-seo/komotini-gr","service-x-location","index",4,34,111,53,"Κομοτηνή (x32)",no
"https://anotherseoguru.com/el/services/local-seo/chalkida-gr","service-x-location","index",3,34,111,53,"Χαλκίδα (x32)",no
"https://anotherseoguru.com/el/services/local-seo/nafplio-gr","service-x-location","index",4,36,114,56,"Ναύπλιο (x34)",no
"https://anotherseoguru.com/el/services/local-seo/pyrgos-gr","service-x-location","index",4,35,111,53,"Πύργος (x33)",no
"https://anotherseoguru.com/el/services/link-building/athens-gr","service-x-location","index",3,92,111,53,"Αθήνα (x90)",no
"https://anotherseoguru.com/el/services/link-building/thessaloniki-gr","service-x-location","index",3,86,111,53,"Θεσσαλονίκη (x84)",no
"https://anotherseoguru.com/el/services/link-building/patras-gr","service-x-location","index",3,79,111,53,"Πάτρα (x77)",no
"https://anotherseoguru.com/el/services/link-building/larissa-gr","service-x-location","index",3,80,111,53,"Λάρισα (x78)",no
"https://anotherseoguru.com/el/services/link-building/heraklion-gr","service-x-location","index",3,80,114,56,"Ηράκλειο (x78)",no
"https://anotherseoguru.com/el/services/link-building/santorini-gr","service-x-location","index",3,45,114,56,"Σαντορίνη (x43)",no
"https://anotherseoguru.com/el/services/link-building/mykonos-gr","service-x-location","index",3,41,114,56,"Μύκονος (x39)",no
"https://anotherseoguru.com/el/services/link-building/naxos-gr","service-x-location","index",3,36,114,56,"Νάξος (x34)",no
"https://anotherseoguru.com/el/services/link-building/volos-gr","service-x-location","index",3,82,111,53,"Βόλος (x80)",no
"https://anotherseoguru.com/el/services/link-building/paros-gr","service-x-location","index",3,38,114,56,"Πάρος (x36)",no
"https://anotherseoguru.com/el/services/link-building/crete-gr","service-x-location","index",3,37,114,56,"Κρήτη (x35)",no
"https://anotherseoguru.com/el/services/link-building/rethymno-gr","service-x-location","index",3,36,114,56,"Ρέθυμνο (x34)",no
"https://anotherseoguru.com/el/services/link-building/chania-gr","service-x-location","index",3,36,114,56,"Χανιά (x34)",no
"https://anotherseoguru.com/el/services/link-building/kos-gr","service-x-location","index",3,35,114,56,"Κως (x33)",no
"https://anotherseoguru.com/el/services/link-building/serres-gr","service-x-location","index",3,35,111,53,"Σέρρες (x33)",no
"https://anotherseoguru.com/el/services/link-building/corinth-gr","service-x-location","index",3,36,111,53,"Κόρινθος (x34)",no
"https://anotherseoguru.com/el/services/link-building/kavala-gr","service-x-location","index",3,38,111,53,"Καβάλα (x36)",no
"https://anotherseoguru.com/el/services/link-building/lamia-gr","service-x-location","index",3,36,111,53,"Λαμία (x34)",no
"https://anotherseoguru.com/el/services/link-building/corfu-gr","service-x-location","index",3,36,114,56,"Κέρκυρα (x34)",no
"https://anotherseoguru.com/el/services/link-building/rhodes-gr","service-x-location","index",3,35,114,56,"Ρόδος (x33)",no
"https://anotherseoguru.com/el/services/link-building/zakynthos-gr","service-x-location","index",3,36,114,56,"Ζάκυνθος (x34)",no
"https://anotherseoguru.com/el/services/link-building/lefkada-gr","service-x-location","index",3,36,114,56,"Λευκάδα (x34)",no
"https://anotherseoguru.com/el/services/link-building/skiathos-gr","service-x-location","index",3,34,114,56,"Σκιάθος (x32)",no
"https://anotherseoguru.com/el/services/link-building/ios-gr","service-x-location","index",3,33,114,56,"Ίος (x31)",no
"https://anotherseoguru.com/el/services/link-building/milos-gr","service-x-location","index",3,33,114,56,"Μήλος (x31)",no
"https://anotherseoguru.com/el/services/link-building/tinos-gr","service-x-location","index",3,36,114,56,"Τήνος (x34)",no
"https://anotherseoguru.com/el/services/link-building/syros-gr","service-x-location","index",3,35,114,56,"Σύρος (x33)",no
"https://anotherseoguru.com/el/services/link-building/andros-gr","service-x-location","index",3,35,114,56,"Άνδρος (x33)",no
"https://anotherseoguru.com/el/services/link-building/karpathos-gr","service-x-location","index",3,34,114,56,"Κάρπαθος (x32)",no
"https://anotherseoguru.com/el/services/link-building/lemnos-gr","service-x-location","index",3,34,114,56,"Λήμνος (x32)",no
"https://anotherseoguru.com/el/services/link-building/chios-gr","service-x-location","index",3,35,114,56,"Χίος (x33)",no
"https://anotherseoguru.com/el/services/link-building/samos-gr","service-x-location","index",3,35,114,56,"Σάμος (x33)",no
"https://anotherseoguru.com/el/services/link-building/ikaria-gr","service-x-location","index",3,34,114,56,"Ικαρία (x32)",no
"https://anotherseoguru.com/el/services/link-building/mytilene-gr","service-x-location","index",3,36,114,56,"Μυτιλήνη (x34)",no
"https://anotherseoguru.com/el/services/link-building/ioannina-gr","service-x-location","index",3,36,111,53,"Ιωάννινα (x34)",no
"https://anotherseoguru.com/el/services/link-building/trikala-gr","service-x-location","index",3,35,111,53,"Τρίκαλα (x33)",no
"https://anotherseoguru.com/el/services/link-building/agrinio-gr","service-x-location","index",3,35,111,53,"Αγρίνιο (x33)",no
"https://anotherseoguru.com/el/services/link-building/kalamata-gr","service-x-location","index",3,36,111,53,"Καλαμάτα (x34)",no
"https://anotherseoguru.com/el/services/link-building/alexandroupoli-gr","service-x-location","index",3,35,111,53,"Αλεξανδρούπολη (x33)",no
"https://anotherseoguru.com/el/services/link-building/drama-gr","service-x-location","index",3,35,111,53,"Δράμα (x33)",no
"https://anotherseoguru.com/el/services/link-building/chalkida-gr","service-x-location","index",3,34,111,53,"Χαλκίδα (x32)",no
"https://anotherseoguru.com/el/services/link-building/tripoli-gr","service-x-location","index",3,36,111,53,"Τρίπολη (x34)",no
"https://anotherseoguru.com/el/services/link-building/nafplio-gr","service-x-location","index",3,36,114,56,"Ναύπλιο (x34)",no
"https://anotherseoguru.com/el/services/link-building/komotini-gr","service-x-location","index",3,34,111,53,"Κομοτηνή (x32)",no
"https://anotherseoguru.com/el/services/seo-audits/athens-gr","service-x-location","index",3,93,111,53,"Αθήνα (x91)",no
"https://anotherseoguru.com/el/services/seo-audits/thessaloniki-gr","service-x-location","index",3,87,111,53,"Θεσσαλονίκη (x85)",no
"https://anotherseoguru.com/el/services/link-building/pyrgos-gr","service-x-location","index",3,35,111,53,"Πύργος (x33)",no
"https://anotherseoguru.com/el/services/seo-audits/patras-gr","service-x-location","index",3,80,111,53,"Πάτρα (x78)",no
"https://anotherseoguru.com/el/services/seo-audits/heraklion-gr","service-x-location","index",3,81,114,56,"Ηράκλειο (x79)",no
"https://anotherseoguru.com/el/services/seo-audits/larissa-gr","service-x-location","index",3,81,111,53,"Λάρισα (x79)",no
"https://anotherseoguru.com/el/services/seo-audits/volos-gr","service-x-location","index",3,83,111,53,"Βόλος (x81)",no
"https://anotherseoguru.com/el/services/seo-audits/mykonos-gr","service-x-location","index",3,42,114,56,"Μύκονος (x40)",no
"https://anotherseoguru.com/el/services/seo-audits/santorini-gr","service-x-location","index",3,46,114,56,"Σαντορίνη (x44)",no
"https://anotherseoguru.com/el/services/seo-audits/paros-gr","service-x-location","index",3,39,114,56,"Πάρος (x37)",no
"https://anotherseoguru.com/el/services/seo-audits/rethymno-gr","service-x-location","index",3,37,114,56,"Ρέθυμνο (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/chania-gr","service-x-location","index",3,37,114,56,"Χανιά (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/crete-gr","service-x-location","index",3,38,114,56,"Κρήτη (x36)",no
"https://anotherseoguru.com/el/services/seo-audits/naxos-gr","service-x-location","index",3,37,114,56,"Νάξος (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/kos-gr","service-x-location","index",3,36,114,56,"Κως (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/serres-gr","service-x-location","index",3,36,111,53,"Σέρρες (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/lamia-gr","service-x-location","index",3,37,111,53,"Λαμία (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/corinth-gr","service-x-location","index",3,37,111,53,"Κόρινθος (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/kavala-gr","service-x-location","index",3,39,111,53,"Καβάλα (x37)",no
"https://anotherseoguru.com/el/services/seo-audits/rhodes-gr","service-x-location","index",3,36,114,56,"Ρόδος (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/zakynthos-gr","service-x-location","index",3,37,114,56,"Ζάκυνθος (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/corfu-gr","service-x-location","index",3,37,114,56,"Κέρκυρα (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/lefkada-gr","service-x-location","index",3,37,114,56,"Λευκάδα (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/skiathos-gr","service-x-location","index",3,35,114,56,"Σκιάθος (x33)",no
"https://anotherseoguru.com/el/services/seo-audits/ios-gr","service-x-location","index",3,34,114,56,"Ίος (x32)",no
"https://anotherseoguru.com/el/services/seo-audits/syros-gr","service-x-location","index",3,36,114,56,"Σύρος (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/milos-gr","service-x-location","index",3,34,114,56,"Μήλος (x32)",no
"https://anotherseoguru.com/el/services/seo-audits/tinos-gr","service-x-location","index",3,37,114,56,"Τήνος (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/andros-gr","service-x-location","index",3,36,114,56,"Άνδρος (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/karpathos-gr","service-x-location","index",3,35,114,56,"Κάρπαθος (x33)",no
"https://anotherseoguru.com/el/services/seo-audits/lemnos-gr","service-x-location","index",3,35,114,56,"Λήμνος (x33)",no
"https://anotherseoguru.com/el/services/seo-audits/chios-gr","service-x-location","index",3,36,114,56,"Χίος (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/samos-gr","service-x-location","index",3,36,114,56,"Σάμος (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/ikaria-gr","service-x-location","index",3,35,114,56,"Ικαρία (x33)",no
"https://anotherseoguru.com/el/services/seo-audits/ioannina-gr","service-x-location","index",3,37,111,53,"Ιωάννινα (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/kalamata-gr","service-x-location","index",3,37,111,53,"Καλαμάτα (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/mytilene-gr","service-x-location","index",3,37,114,56,"Μυτιλήνη (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/trikala-gr","service-x-location","index",3,36,111,53,"Τρίκαλα (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/agrinio-gr","service-x-location","index",3,36,111,53,"Αγρίνιο (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/drama-gr","service-x-location","index",3,36,111,53,"Δράμα (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/alexandroupoli-gr","service-x-location","index",3,36,111,53,"Αλεξανδρούπολη (x34)",no
"https://anotherseoguru.com/el/services/seo-audits/tripoli-gr","service-x-location","index",3,37,111,53,"Τρίπολη (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/komotini-gr","service-x-location","index",3,35,111,53,"Κομοτηνή (x33)",no
"https://anotherseoguru.com/el/services/seo-audits/chalkida-gr","service-x-location","index",3,35,111,53,"Χαλκίδα (x33)",no
"https://anotherseoguru.com/el/services/seo-audits/nafplio-gr","service-x-location","index",3,37,114,56,"Ναύπλιο (x35)",no
"https://anotherseoguru.com/el/services/seo-audits/pyrgos-gr","service-x-location","index",3,36,111,53,"Πύργος (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/thessaloniki-gr","service-x-location","index",2,1672,111,53,"Κατασκευή E-shop Θεσσαλονίκη (x1586)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/athens-gr","service-x-location","index",2,1678,111,53,"Κατασκευή E-shop Αθήνα (x1586)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/patras-gr","service-x-location","index",2,1665,111,53,"Κατασκευή E-shop Πάτρα (x1586)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/larissa-gr","service-x-location","index",3,80,111,53,"Λάρισα (x78)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/heraklion-gr","service-x-location","index",3,80,114,56,"Ηράκλειο (x78)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/volos-gr","service-x-location","index",3,82,111,53,"Βόλος (x80)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/santorini-gr","service-x-location","index",3,45,114,56,"Σαντορίνη (x43)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/mykonos-gr","service-x-location","index",3,41,114,56,"Μύκονος (x39)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/paros-gr","service-x-location","index",3,38,114,56,"Πάρος (x36)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/naxos-gr","service-x-location","index",3,36,114,56,"Νάξος (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/crete-gr","service-x-location","index",3,37,114,56,"Κρήτη (x35)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/rethymno-gr","service-x-location","index",3,36,114,56,"Ρέθυμνο (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/kos-gr","service-x-location","index",3,35,114,56,"Κως (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/chania-gr","service-x-location","index",3,36,114,56,"Χανιά (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/corinth-gr","service-x-location","index",3,36,111,53,"Κόρινθος (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/serres-gr","service-x-location","index",3,35,111,53,"Σέρρες (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/lamia-gr","service-x-location","index",3,36,111,53,"Λαμία (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/rhodes-gr","service-x-location","index",3,35,114,56,"Ρόδος (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/kavala-gr","service-x-location","index",3,38,111,53,"Καβάλα (x36)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/corfu-gr","service-x-location","index",3,36,114,56,"Κέρκυρα (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/zakynthos-gr","service-x-location","index",3,36,114,56,"Ζάκυνθος (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/lefkada-gr","service-x-location","index",3,36,114,56,"Λευκάδα (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/skiathos-gr","service-x-location","index",3,34,114,56,"Σκιάθος (x32)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/ios-gr","service-x-location","index",3,33,114,56,"Ίος (x31)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/syros-gr","service-x-location","index",3,35,114,56,"Σύρος (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/milos-gr","service-x-location","index",3,33,114,56,"Μήλος (x31)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/andros-gr","service-x-location","index",3,35,114,56,"Άνδρος (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/tinos-gr","service-x-location","index",3,36,114,56,"Τήνος (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/karpathos-gr","service-x-location","index",3,34,114,56,"Κάρπαθος (x32)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/lemnos-gr","service-x-location","index",3,34,114,56,"Λήμνος (x32)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/chios-gr","service-x-location","index",3,35,114,56,"Χίος (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/ikaria-gr","service-x-location","index",3,34,114,56,"Ικαρία (x32)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/samos-gr","service-x-location","index",3,35,114,56,"Σάμος (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/mytilene-gr","service-x-location","index",3,36,114,56,"Μυτιλήνη (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/ioannina-gr","service-x-location","index",3,36,111,53,"Ιωάννινα (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/trikala-gr","service-x-location","index",3,35,111,53,"Τρίκαλα (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/kalamata-gr","service-x-location","index",3,36,111,53,"Καλαμάτα (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/agrinio-gr","service-x-location","index",3,35,111,53,"Αγρίνιο (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/drama-gr","service-x-location","index",3,35,111,53,"Δράμα (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/alexandroupoli-gr","service-x-location","index",3,35,111,53,"Αλεξανδρούπολη (x33)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/tripoli-gr","service-x-location","index",3,36,111,53,"Τρίπολη (x34)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/komotini-gr","service-x-location","index",3,34,111,53,"Κομοτηνή (x32)",no
"https://anotherseoguru.com/el/services/eshop-woocommerce/chalkida-gr","service-x-location","index",3,34,111,53,"Χαλκίδα (x32)",no
